"LocalID","ID","Type","Pax","From","DepFATO_No","DepGate_No","STD","To","ArrFATO_No","ArrGate_No","STA","DepGateIn","DepGateOut","DepFATOIn","DepFATOOut","ArrFATOIn","ArrFATOOut","ArrGateIn","ArrGateOut"
"1-108","UAM0895","6인승","6","여의도","1","5","10:28:36","미아","2","4","11:09:04","10:27:36","10:28:36","10:43:21","10:45:21","11:09:04","11:11:04","11:16:04","11:22:04"
"1-109","UAM0382","6인승","6","여의도","1","2","10:28:58","수서","2","3","11:00:43","10:29:10","10:30:10","10:45:21","10:47:21","11:00:43","11:02:43","11:07:43","11:13:43"
"1-110","UAM0897","6인승","6","여의도","1","6","10:30:08","천호","2","2","13:02:27","10:29:08","10:30:08","10:47:21","10:49:21","13:02:27","13:04:27","13:09:27","13:15:27"
"1-111","UAM0898","6인승","6","여의도","1","7","10:30:17","사당","2","2","11:22:41","10:29:17","10:30:17","10:49:21","10:51:21","11:22:41","11:24:41","11:29:41","11:35:41"
"1-112","UAM0575","6인승","6","여의도","1","3","10:31:25","강남","2","2","12:58:49","10:31:10","10:32:10","10:51:21","10:53:21","12:58:49","13:00:49","13:05:49","13:11:49"
"1-113","UAM0754","6인승","6","여의도","1","4","10:37:43","마곡","2","4","14:10:42","10:36:43","10:37:43","10:53:21","10:55:21","14:10:42","14:12:42","14:17:42","14:23:42"
"1-114","UAM0465","6인승","6","여의도","1","5","10:38:41","연신내","2","1","11:04:31","10:37:41","10:38:41","10:55:21","10:57:21","11:04:31","11:06:31","11:11:31","11:17:31"
"1-115","UAM0226","6인승","6","여의도","1","1","10:39:34","강남","2","3","13:12:49","10:38:34","10:39:34","10:57:21","10:59:21","13:12:49","13:14:49","13:19:49","13:25:49"
"1-116","UAM0440","6인승","6","여의도","1","2","10:40:37","잠실","2","4","11:13:23","10:40:17","10:41:17","10:59:21","11:01:21","11:13:23","11:15:23","11:20:23","11:26:23"
"1-117","UAM0414","6인승","6","여의도","1","3","10:46:30","천호","2","3","13:23:23","10:45:30","10:46:30","11:01:21","11:03:21","13:23:23","13:25:23","13:30:23","13:36:23"
"1-118","UAM0536","6인승","6","여의도","1","1","10:49:09","성수","2","2","12:10:15","10:49:10","10:50:10","11:03:21","11:05:21","12:10:15","12:12:15","12:17:15","12:23:15"
"1-119","UAM0591","6인승","6","여의도","1","4","10:51:43","수서","2","1","11:24:43","10:51:10","10:52:10","11:05:21","11:07:21","11:24:43","11:26:43","11:31:43","11:37:43"
"1-120","UAM0189","6인승","6","여의도","1","5","10:54:20","강남","2","3","13:48:49","10:53:20","10:54:20","11:07:21","11:09:21","13:48:49","13:50:49","13:55:49","14:01:49"
"1-121","UAM0281","6인승","6","여의도","1","2","10:55:24","사당","2","2","11:34:03","10:54:24","10:55:24","11:09:21","11:11:21","11:34:03","11:36:03","11:41:03","11:47:03"
"1-122","UAM0248","6인승","6","여의도","1","3","10:58:49","망우","2","3","11:32:42","11:09:10","11:10:10","11:15:10","11:17:10","11:32:42","11:34:42","11:39:42","11:45:42"
"1-123","UAM0804","6인승","6","여의도","1","3","11:01:45","잠실","2","1","11:37:27","11:10:40","11:11:40","11:17:10","11:19:10","11:37:27","11:39:27","11:44:27","11:50:27"
"1-124","UAM0141","6인승","6","여의도","1","1","11:06:02","마곡","2","2","15:04:42","11:06:34","11:07:34","11:19:10","11:21:10","15:04:42","15:06:42","15:11:42","15:17:42"
"1-125","UAM0717","6인승","6","여의도","1","1","11:07:01","사당","2","2","11:49:53","11:15:10","11:16:10","11:21:10","11:23:10","11:49:53","11:51:53","11:56:53","12:02:53"
"1-126","UAM0255","6인승","6","여의도","1","4","11:09:03","천호","2","4","13:59:23","11:08:03","11:09:03","11:23:10","11:25:10","13:59:23","14:01:23","14:06:23","14:12:23"
"1-127","UAM0022","6인승","6","여의도","1","2","11:12:17","성수","2","3","12:37:08","11:17:42","11:18:42","11:25:10","11:27:10","12:37:08","12:39:08","12:44:08","12:50:08"
"1-128","UAM0471","6인승","6","여의도","1","2","11:12:23","강남","2","2","14:10:49","11:19:12","11:20:12","11:27:10","11:29:10","14:10:49","14:12:49","14:17:49","14:23:49"
"1-129","UAM0630","6인승","6","여의도","1","2","11:16:56","잠실","2","2","12:05:54","11:20:42","11:21:42","11:29:10","11:31:10","12:05:54","12:07:54","12:12:54","12:18:54"
"1-130","UAM0889","6인승","6","여의도","1","4","11:21:02","마곡","2","4","15:30:42","11:21:12","11:22:12","11:31:10","11:33:10","15:30:42","15:32:42","15:37:42","15:43:42"
"1-131","UAM0212","6인승","6","여의도","1","1","11:21:35","천호","2","1","14:16:27","11:23:21","11:24:21","11:33:10","11:35:10","14:16:27","14:18:27","14:23:27","14:29:27"
"1-132","UAM0307","6인승","6","여의도","1","3","11:21:56","수서","2","5","12:10:43","11:20:56","11:21:56","11:35:10","11:37:10","12:10:43","12:12:43","12:17:43","12:23:43"
