hour,hour_label,vertiport_id,vertiport,requested,processed,unserved,processing_rate,flight_count,avg_load_factor,avg_gate_to_gate_sec,avg_departure_wait_sec,avg_arrival_wait_sec
17,17:00,상암,상암,31,26,5,0.8387,7,0.8928571428571429,1585.7014285714286,58.725,91.80199999999999
17,17:00,성수,성수,30,30,0,1,13,0.6121846153846153,1674.6284615384614,189.77777777777777,175.43666666666664
17,17:00,수서,수서,42,42,0,1,15,0.7583333333333333,1541.8379999999997,110.731,92.73
17,17:00,여의도,여의도,32,32,0,1,9,0.7638888888888888,1479.5133333333333,51.0925,154.13
17,17:00,연신내,연신내,43,43,0,1,17,0.6838235294117647,1920.6135294117648,253.64285714285714,163.91333333333333
17,17:00,용산,용산,11,11,0,1,6,0.56945,1767.545,0,580
17,17:00,잠실,잠실,58,47,11,0.8103,11,0.9545454545454546,1531.430909090909,45.834999999999994,51.465999999999994
17,17:00,천호,천호,77,77,0,1,22,0.7424272727272728,1903.9963636363639,476.6909523809523,85.05
18,18:00,가산,가산,37,37,0,1,12,0.6840333333333334,1526.1433333333332,73.44,59.31
18,18:00,강남,강남,82,70,12,0.8537,13,1,1633.3092307692305,127.44444444444444,124.74833333333333
18,18:00,광화문,광화문,34,34,0,1,9,0.7129666666666666,1656.628888888889,63.748000000000005,193.38714285714283
18,18:00,마곡,마곡,73,73,0,1,21,0.6349238095238096,1978.6466666666668,414.7894736842105,199.42
18,18:00,망우,망우,31,31,0,1,12,0.6319416666666667,1991.0158333333331,529.0909090909091,125.16
18,18:00,목동,목동,63,57,6,0.9048,11,0.8901545454545455,1756.940909090909,231.98142857142855,250.3685714285714
18,18:00,미아,미아,28,28,0,1,15,0.5666666666666667,1889.2793333333334,331.70333333333343,127.93249999999998
18,18:00,봉천,봉천,27,27,0,1,9,0.5694444444444444,1493.5800000000004,89.98333333333333,50.55
18,18:00,사당,사당,29,29,0,1,10,0.59999,1631.308,57.42,152.96
18,18:00,상암,상암,28,28,0,1,8,0.6458375000000001,1526.59125,36.465,99.79
18,18:00,성수,성수,36,36,0,1,12,0.7881916666666666,1488.9441666666664,61.37285714285714,59.724000000000004
18,18:00,수서,수서,58,57,1,0.9828,18,0.7893444444444443,1658.1699999999998,139.95764705882354,234.112
18,18:00,여의도,여의도,25,25,0,1,9,0.6944444444444444,1648.6733333333334,223.706,131.285
18,18:00,연신내,연신내,27,27,0,1,11,0.6894,1628.1072727272729,25,164.25571428571428
18,18:00,용산,용산,10,10,0,1,4,0.520825,1529.4325000000001,56,131.49
18,18:00,잠실,잠실,43,41,2,0.9535,9,0.8472111111111112,1525.5244444444443,58.9125,46.5325
18,18:00,천호,천호,60,50,10,0.8333,12,0.8715250000000001,1633.755,166.68250000000006,60.78142857142858
19,19:00,가산,가산,48,48,0,1,15,0.6805533333333333,1880.4986666666668,190.92,196.68000000000004
19,19:00,강남,강남,58,57,1,0.9828,15,0.7972266666666668,1715.8640000000003,157.7972727272727,286.86285714285714
19,19:00,광화문,광화문,36,36,0,1,10,0.7583300000000001,1536.3939999999998,139.7225,89.84
19,19:00,마곡,마곡,51,51,0,1,16,0.7083375,1755.890625,125.19153846153846,112.79857142857144
19,19:00,망우,망우,30,30,0,1,12,0.5208416666666666,2042.239166666667,561.2,130.75400000000002
19,19:00,목동,목동,54,54,0,1,13,0.7275615384615384,1679.9400000000003,103.55555555555556,247.70499999999998
19,19:00,미아,미아,24,24,0,1,13,0.5609,2120.242307692308,571.75,78.95555555555555
19,19:00,봉천,봉천,26,25,1,0.9615,7,0.8214285714285714,1477.6514285714281,70,93.74500000000002
19,19:00,사당,사당,25,25,0,1,10,0.49166999999999994,1742.8850000000002,75.495,313.07
19,19:00,상암,상암,17,15,2,0.8824,6,0.6736166666666668,1484.99,8.35,196.09
19,19:00,성수,성수,38,37,1,0.9737,10,0.7791699999999999,1726.1210000000003,132.2,297.1
19,19:00,수서,수서,29,29,0,1,10,0.63749,1930.3170000000002,138.54333333333335,121.34499999999998
19,19:00,여의도,여의도,20,20,0,1,7,0.7142857142857143,1660.5728571428572,316,119.17500000000001
19,19:00,연신내,연신내,31,31,0,1,10,0.6541699999999999,2021.7899999999997,211.88000000000002,274.764
19,19:00,용산,용산,7,7,0,1,4,0.583325,1730.3799999999999,22.875,133.74
19,19:00,잠실,잠실,31,31,0,1,11,0.746209090909091,1580.314545454545,59.76857142857143,41.35666666666667
19,19:00,천호,천호,67,67,0,1,20,0.70625,1678.0594999999998,133.0522222222222,264.46166666666664
20,20:00,가산,가산,42,42,0,1,16,0.6953187500000001,1695.8139999999999,130.6,100.832
20,20:00,강남,강남,67,52,15,0.7761,10,1,1849.256,110.45714285714287,302.73999999999995
20,20:00,광화문,광화문,33,32,1,0.9697,8,0.864575,1503.3985714285714,42.5,258.245
20,20:00,마곡,마곡,51,51,0,1,17,0.6911764705882354,2104.8029411764705,374.67999999999995,367.412
20,20:00,망우,망우,20,20,0,1,10,0.525,1969.8260000000002,593.1111111111111,98.995
20,20:00,목동,목동,45,45,0,1,10,0.75,2338.649,460.35375,313.145
20,20:00,미아,미아,34,34,0,1,14,0.5744,2073.802857142857,525.6923076923077,88.962
20,20:00,봉천,봉천,20,19,1,0.95,8,0.640625,1466.4466666666667,70,130.03666666666666
20,20:00,사당,사당,31,31,0,1,10,0.5625,1601.7577777777778,78.69333333333334,122.245
20,20:00,상암,상암,14,14,0,1,5,0.64166,1818.516,21.995,52.715
20,20:00,성수,성수,29,29,0,1,9,0.6018555555555556,1676.112222222222,73.02333333333333,180.25666666666666
20,20:00,수서,수서,32,32,0,1,11,0.6969636363636365,1936.7863636363634,148.5,344.75
20,20:00,여의도,여의도,31,31,0,1,9,0.6574111111111111,2148.8825,443.55499999999995,205.644
20,20:00,연신내,연신내,27,27,0,1,10,0.51666,1717.027,275.245,106.84833333333331
20,20:00,용산,용산,9,9,0,1,5,0.625,2158.108,40,437.3333333333333
20,20:00,잠실,잠실,38,37,1,0.9737,13,0.7179461538461538,1614.1984615384613,115.46399999999998,156.16428571428568
20,20:00,천호,천호,54,47,7,0.8704,11,0.8825727272727274,1823.091818181818,89.70375,103.6275
21,21:00,가산,가산,16,13,3,0.8125,6,0.4652833333333333,1438.262,97.4,0
21,21:00,강남,강남,27,8,19,0.2963,2,1,1498.09,75.2,0
21,21:00,광화문,광화문,16,13,3,0.8125,5,0.425,1440.5925,65,107
21,21:00,마곡,마곡,17,17,0,1,10,0.325,1897.48125,580.125,69.1
21,21:00,망우,망우,11,11,0,1,8,0.4114625,1916.3728571428571,720,91.955
21,21:00,목동,목동,17,17,0,1,9,0.46296666666666675,1940.8057142857142,585.5,0
21,21:00,미아,미아,13,13,0,1,9,0.4305555555555556,2178.33,653,131.392
21,21:00,봉천,봉천,5,5,0,1,4,0.416675,1417.9666666666665,0,124.84
21,21:00,사당,사당,9,6,3,0.6667,3,0.8333333333333334,1354.7566666666667,0,70.57
21,21:00,상암,상암,3,3,0,1,2,0.22915,1495.5,0,0
21,21:00,성수,성수,7,7,0,1,3,0.5,1558.9899999999998,270,0
21,21:00,수서,수서,22,21,1,0.9545,12,0.503475,1865.3462499999998,532.1,0
21,21:00,여의도,여의도,15,15,0,1,7,0.5773857142857143,1668.6799999999998,227.4,274.98
